Date,Type,Title,Info,Currency,Amount,"Fees & Taxes",Net,"Tax Details"
"January 27, 2026",Fee,"Transaction fee: Shipping","Order #3961017137",USD,--,-$0.40,-$0.40,--
"January 27, 2026",Fee,"Transaction fee: Retro Cinema Marquee Sign | Arrow Lightb...","Order #3961017137",USD,--,-$1.30,-$1.30,--
"January 27, 2026",Tax,"Sales tax paid by buyer","Order #3961017137",USD,--,-$2.16,-$2.16,--
"January 27, 2026",Fee,"Processing fee","Order #3961017137",USD,--,-$1.10,-$1.10,--
"January 27, 2026",Sale,"Payment for Order #3961017137",,USD,$28.35,--,$28.35,--
"January 27, 2026",Fee,"Listing fee","Listing #4426215313",USD,--,-$0.20,-$0.20,--
"January 27, 2026",Shipping,"Credit for shipping label","Label #296230028768",USD,--,$12.58,$12.58,--
"January 27, 2026",Shipping,"USPS shipping label","Label #297530488388",USD,--,-$10.64,-$10.64,--
"January 27, 2026",Shipping,"USPS shipping label","Label #297527164676",USD,--,-$11.87,-$11.87,--
"January 27, 2026",Shipping,"USPS shipping label","Label #297527150960",USD,--,-$7.03,-$7.03,--
"January 27, 2026",Shipping,"Asendia shipping label","Label #298379191037",USD,--,-$38.30,-$38.30,--
"January 27, 2026",Shipping,"USPS shipping label","Label #297526846590",USD,--,-$10.64,-$10.64,--
"January 27, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Jan 26, 2026",USD,--,-$7.50,-$7.50,--
"January 26, 2026",Deposit,"$590.46 sent to your bank account",,USD,--,--,--,--
"January 26, 2026",Shipping,"USPS shipping label","Label #297454498848",USD,--,-$6.09,-$6.09,--
"January 26, 2026",Shipping,"USPS shipping label","Label #298306926119",USD,--,-$10.41,-$10.41,--
"January 26, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Jan 25, 2026",USD,--,-$7.50,-$7.50,--
"January 26, 2026",Fee,"Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...","Order #3959836633",USD,--,-$5.20,-$5.20,--
"January 26, 2026",Tax,"Sales tax paid by buyer","Order #3959836633",USD,--,-$7.80,-$7.80,--
"January 26, 2026",Fee,"Processing fee","Order #3959836633",USD,--,-$2.88,-$2.88,--
"January 26, 2026",Sale,"Payment for Order #3959836633",,USD,$87.78,--,$87.78,--
"January 26, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"January 26, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"January 25, 2026",Fee,"Transaction fee: Shipping","Order #3959592863",USD,--,-$0.82,-$0.82,--
"January 25, 2026",Fee,"Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...","Order #3959592863",USD,--,-$1.04,-$1.04,--
"January 25, 2026",Tax,"Sales tax paid by buyer","Order #3959592863",USD,--,-$2.50,-$2.50,--
"January 25, 2026",Fee,"Processing fee","Order #3959592863",USD,--,-$1.18,-$1.18,--
"January 25, 2026",Sale,"Payment for Order #3959592863",,USD,$31.07,--,$31.07,--
"January 25, 2026",Fee,"Listing fee","Listing #4410735065",USD,--,-$0.20,-$0.20,--
"January 25, 2026",Fee,"Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...","Order #3954468018",USD,--,-$5.20,-$5.20,--
"January 25, 2026",Tax,"Sales tax paid by buyer","Order #3954468018",USD,--,-$7.80,-$7.80,--
"January 25, 2026",Fee,"Processing fee","Order #3954468018",USD,--,-$2.88,-$2.88,--
"January 25, 2026",Sale,"Payment for Order #3954468018",,USD,$87.78,--,$87.78,--
"January 25, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"January 25, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"January 25, 2026",Fee,"Transaction fee: Minimalist Organizer Planter, Japandi Ca...","Order #3958886227",USD,--,-$1.82,-$1.82,--
"January 25, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Mountain...","Order #3958886227",USD,--,-$2.08,-$2.08,--
"January 25, 2026","Buyer Fee","Colorado Retail Delivery Fee (paid by buyer)","Order #3958886227",USD,--,-$0.28,-$0.28,--
"January 25, 2026",Tax,"Sales tax paid by buyer","Order #3958886227",USD,--,-$5.49,-$5.49,--
"January 25, 2026",Fee,"Processing fee","Order #3958886227",USD,--,-$2.22,-$2.22,--
"January 25, 2026",Sale,"Payment for Order #3958886227",,USD,$65.75,--,$65.75,--
"January 25, 2026",Fee,"Listing fee","Listing #4395629670",USD,--,-$0.20,-$0.20,--
"January 25, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"January 25, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Jan 24, 2026",USD,--,-$7.50,-$7.50,--
"January 24, 2026",Fee,"Transaction fee: Shipping","Order #3958552617",USD,--,-$0.87,-$0.87,--
"January 24, 2026",Fee,"Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...","Order #3958552617",USD,--,-$1.04,-$1.04,--
"January 24, 2026",Tax,"Sales tax paid by buyer","Order #3958552617",USD,--,-$1.00,-$1.00,--
"January 24, 2026",Sale,"Payment for Order #3958552617",,USD,$30.37,--,$30.37,--
"January 24, 2026",Fee,"Processing fee","Order #3958552617",USD,--,-$1.16,-$1.16,--
"January 24, 2026",Fee,"Listing fee","Listing #4410735065",USD,--,-$0.20,-$0.20,--
"January 24, 2026",Fee,"Transaction fee: Shipping","Order #3958381255",USD,--,-$0.82,-$0.82,--
"January 24, 2026",Fee,"Transaction fee: Desk Valet & Headphone Stand | Personali...","Order #3958381255",USD,--,-$1.56,-$1.56,--
"January 24, 2026",Tax,"Sales tax paid by buyer","Order #3958381255",USD,--,-$1.44,-$1.44,--
"January 24, 2026",Fee,"Processing fee","Order #3958381255",USD,--,-$1.39,-$1.39,--
"January 24, 2026",Sale,"Payment for Order #3958381255",,USD,$38.01,--,$38.01,--
"January 24, 2026",Fee,"Listing fee","Listing #4389039835",USD,--,-$0.20,-$0.20,--
"January 24, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Mountain...","Order #3953269782",USD,--,-$3.12,-$3.12,--
"January 24, 2026",Tax,"Sales tax paid by buyer","Order #3953269782",USD,--,-$2.03,-$2.03,--
"January 24, 2026",Sale,"Payment for Order #3953269782",,USD,$50.02,--,$50.02,--
"January 24, 2026",Fee,"Processing fee","Order #3953269782",USD,--,-$1.75,-$1.75,--
"January 24, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"January 24, 2026",Fee,"Transaction fee: Shipping","Order #3953248434",USD,--,-$1.35,-$1.35,--
"January 24, 2026",Fee,"Transaction fee: Skateboard Shelf Mounts: Floating Skateb...","Order #3953248434",USD,--,-$0.78,-$0.78,--
"January 24, 2026",Tax,"Sales tax paid by buyer","Order #3953248434",USD,--,-$6.22,-$6.22,--
"January 24, 2026",Fee,"Processing fee","Order #3953248434",USD,--,-$1.42,-$1.42,--
"January 24, 2026",Sale,"Payment for Order #3953248434",,USD,$38.96,--,$38.96,--
"January 24, 2026",Fee,"Listing fee","Listing #4389560293",USD,--,-$0.20,-$0.20,--
"January 24, 2026",Shipping,"Adjustment for USPS shipping label","Adjustment #297332497019",USD,--,-$3.45,-$3.45,--
"January 24, 2026",Shipping,"Adjustment for USPS shipping label","Adjustment #296614452014",USD,--,-$1.99,-$1.99,--
"January 24, 2026",Shipping,"Asendia shipping label","Label #297338954698",USD,--,-$47.60,-$47.60,--
"January 24, 2026",Shipping,"USPS shipping label","Label #297338610110",USD,--,-$5.45,-$5.45,--
"January 24, 2026",Shipping,"USPS shipping label","Label #298213335605",USD,--,-$8.81,-$8.81,--
"January 24, 2026",Shipping,"USPS shipping label","Label #298213250735",USD,--,-$5.45,-$5.45,--
"January 24, 2026",Marketing,"Credit for Offsite Ads fee","Order #3954189283",USD,--,$1.67,$1.67,--
"January 24, 2026",Fee,"Credit for transaction fee on shipping","Order #3954189283",USD,--,$0.73,$0.73,--
"January 24, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Jan 23, 2026",USD,--,-$7.50,-$7.50,--
"January 24, 2026",Fee,"Listing fee","Listing #4446278361",USD,--,-$0.20,-$0.20,--
"January 23, 2026",Shipping,"USPS shipping label","Label #297302106586",USD,--,-$5.62,-$5.62,--
"January 23, 2026",Fee,"Transaction fee: Shipping","Order #3957600663",USD,--,-$2.57,-$2.57,--
"January 23, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3957600663",USD,--,-$2.08,-$2.08,--
"January 23, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3957600663",USD,--,-$3.12,-$3.12,--
"January 23, 2026",Fee,"Processing fee","Order #3957600663",USD,--,-$3.84,-$3.84,--
"January 23, 2026",Sale,"Payment for Order #3957600663",,USD,$119.57,--,$119.57,--
"January 23, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"January 23, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"January 23, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3952428812",USD,--,-$3.12,-$3.12,--
"January 23, 2026",Tax,"Sales tax paid by buyer","Order #3952428812",USD,--,-$4.20,-$4.20,--
"January 23, 2026",Fee,"Processing fee","Order #3952428812",USD,--,-$1.82,-$1.82,--
"January 23, 2026",Sale,"Payment for Order #3952428812",,USD,$52.19,--,$52.19,--
"January 23, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"January 23, 2026",Fee,"Transaction fee: Minimalist Wall Mount Toilet Paper Holde...","Order #3957288221",USD,--,-$2.34,-$2.34,--
"January 23, 2026",Tax,"Sales tax paid by buyer","Order #3957288221",USD,--,-$2.97,-$2.97,--
"January 23, 2026",Sale,"Payment for Order #3957288221",,USD,$38.96,--,$38.96,--
"January 23, 2026",Fee,"Processing fee","Order #3957288221",USD,--,-$1.42,-$1.42,--
"January 23, 2026",Fee,"Listing fee","Listing #4395548247",USD,--,-$0.20,-$0.20,--
"January 23, 2026",Shipping,"Adjustment for USPS shipping label","Adjustment #297195565765",USD,--,-$1.05,-$1.05,--
"January 23, 2026",Shipping,"Adjustment for USPS shipping label","Adjustment #297332431831",USD,--,-$2.14,-$2.14,--
"January 23, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Jan 22, 2026",USD,--,-$7.50,-$7.50,--
"January 22, 2026",Fee,"Transaction fee: Shipping","Order #3951593632",USD,--,-$0.82,-$0.82,--
"January 22, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3951593632",USD,--,-$2.08,-$2.08,--
"January 22, 2026",Tax,"Sales tax paid by buyer","Order #3951593632",USD,--,-$2.95,-$2.95,--
"January 22, 2026",Fee,"Processing fee","Order #3951593632",USD,--,-$1.68,-$1.68,--
"January 22, 2026",Sale,"Payment for Order #3951593632",,USD,$47.52,--,$47.52,--
"January 22, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"January 22, 2026",Fee,"Transaction fee: Shipping","Order #3956549279",USD,--,-$3.61,-$3.61,--
"January 22, 2026",Fee,"Transaction fee: Customizable Modern Sphere Clock | Artis...","Order #3956549279",USD,--,-$2.34,-$2.34,--
"January 22, 2026",Tax,"Sales tax paid by buyer","Order #3956549279",USD,--,-$7.41,-$7.41,--
"January 22, 2026",Sale,"Payment for Order #3956549279",,USD,$98.92,--,$98.92,--
"January 22, 2026",Fee,"Processing fee","Order #3956549279",USD,--,-$3.22,-$3.22,--
"January 22, 2026",Fee,"Listing fee","Listing #4398503924",USD,--,-$0.20,-$0.20,--
"January 22, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3956442429",USD,--,-$2.08,-$2.08,--
"January 22, 2026",Fee,"Transaction fee: Shipping","Order #3956442429",USD,--,-$0.73,-$0.73,--
"January 22, 2026",Tax,"Sales tax paid by buyer","Order #3956442429",USD,--,-$3.68,-$3.68,--
"January 22, 2026",Fee,"Processing fee","Order #3956442429",USD,--,-$1.65,-$1.65,--
"January 22, 2026",Sale,"Payment for Order #3956442429",,USD,$46.83,--,$46.83,--
"January 22, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"January 22, 2026",Fee,"Transaction fee: Shipping","Order #3951248436",USD,--,-$0.73,-$0.73,--
"January 22, 2026",Fee,"Transaction fee: Deluxe Ski Gondola Ornament Kit Card | W...","Order #3951248436",USD,--,-$1.04,-$1.04,--
"January 22, 2026",Tax,"Sales tax paid by buyer","Order #3951248436",USD,--,-$2.31,-$2.31,--
"January 22, 2026",Fee,"Processing fee","Order #3951248436",USD,--,-$1.13,-$1.13,--
"January 22, 2026",Sale,"Payment for Order #3951248436",,USD,$29.45,--,$29.45,--
"January 22, 2026",Fee,"Listing fee","Listing #4413997790",USD,--,-$0.20,-$0.20,--
"January 22, 2026",Fee,"Listing fee","Listing #4413997790",USD,--,-$0.20,-$0.20,--
"January 22, 2026",Shipping,"USPS shipping label","Label #297142773454",USD,--,-$8.46,-$8.46,--
"January 22, 2026",Fee,"Credit for processing fee","Order #3954189283",USD,--,$0.36,$0.36,--
"January 22, 2026",Tax,"Refund to buyer for sales tax","Order #3954189283",USD,--,$0.93,$0.93,--
"January 22, 2026",Refund,"Partial refund for Order #3954189283",,USD,-$12.09,--,-$12.09,--
"January 22, 2026",Shipping,"USPS shipping label","Label #298046984255",USD,--,-$8.46,-$8.46,--
"January 22, 2026",Shipping,"USPS shipping label","Label #298046935071",USD,--,-$13.96,-$13.96,--
"January 22, 2026",Shipping,"Adjustment for USPS shipping label","Adjustment #297303583725",USD,--,-$2.39,-$2.39,--
"January 22, 2026",Shipping,"USPS shipping label","Label #298046928633",USD,--,-$5.89,-$5.89,--
"January 22, 2026",Shipping,"USPS shipping label","Label #297142374132",USD,--,-$8.81,-$8.81,--
"January 22, 2026",Shipping,"USPS shipping label","Label #297142215162",USD,--,-$6.09,-$6.09,--
"January 22, 2026",Shipping,"USPS shipping label","Label #297141979968",USD,--,-$8.81,-$8.81,--
"January 22, 2026",Shipping,"USPS shipping label","Label #298046472031",USD,--,-$7.57,-$7.57,--
"January 22, 2026",Shipping,"USPS shipping label","Label #297141766998",USD,--,-$8.81,-$8.81,--
"January 22, 2026",Shipping,"USPS shipping label","Label #298046353487",USD,--,-$5.20,-$5.20,--
"January 22, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Jan 21, 2026",USD,--,-$7.50,-$7.50,--
"January 22, 2026",Fee,"Transaction fee: Shipping","Order #3956220215",USD,--,-$0.48,-$0.48,--
"January 22, 2026",Fee,"Transaction fee: Retro Cinema Marquee Sign | Arrow Lightb...","Order #3956220215",USD,--,-$1.30,-$1.30,--
"January 22, 2026",Tax,"Sales tax paid by buyer","Order #3956220215",USD,--,-$1.92,-$1.92,--
"January 22, 2026",Fee,"Processing fee","Order #3956220215",USD,--,-$1.13,-$1.13,--
"January 22, 2026",Sale,"Payment for Order #3956220215",,USD,$29.37,--,$29.37,--
"January 22, 2026",Fee,"Listing fee","Listing #4426215313",USD,--,-$0.20,-$0.20,--
"January 22, 2026",Fee,"Transaction fee: Shipping","Order #3956057427",USD,--,-$0.99,-$0.99,--
"January 22, 2026",Fee,"Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...","Order #3956057427",USD,--,-$2.60,-$2.60,--
"January 22, 2026",Sale,"Payment for Order #3956057427",,USD,$55.15,--,$55.15,--
"January 22, 2026",Fee,"Processing fee","Order #3956057427",USD,--,-$1.90,-$1.90,--
"January 22, 2026",Fee,"Listing fee","Listing #4426233970",USD,--,-$0.20,-$0.20,--
"January 21, 2026",Shipping,"USPS shipping label","Label #298022340449",USD,--,-$5.52,-$5.52,--
"January 21, 2026",Fee,"Transaction fee: Shipping","Order #3950667248",USD,--,-$0.35,-$0.35,--
"January 21, 2026",Fee,"Transaction fee: Minimalist Desk Organizer: Modern Office...","Order #3950667248",USD,--,-$1.30,-$1.30,--
"January 21, 2026",Tax,"Sales tax paid by buyer","Order #3950667248",USD,--,-$2.47,-$2.47,--
"January 21, 2026",Fee,"Processing fee","Order #3950667248",USD,--,-$1.09,-$1.09,--
"January 21, 2026",Sale,"Payment for Order #3950667248",,USD,$27.85,--,$27.85,--
"January 21, 2026",Fee,"Listing fee","Listing #4392678959",USD,--,-$0.20,-$0.20,--
"January 21, 2026",Marketing,"Fee for sale made through Offsite Ads","Order #3955832765",USD,--,-$7.20,-$7.20,--
"January 21, 2026",Fee,"Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...","Order #3955832765",USD,--,-$3.12,-$3.12,--
"January 21, 2026",Tax,"Sales tax paid by buyer","Order #3955832765",USD,--,-$2.88,-$2.88,--
"January 21, 2026",Fee,"Processing fee","Order #3955832765",USD,--,-$1.78,-$1.78,--
"January 21, 2026",Sale,"Payment for Order #3955832765",,USD,$50.86,--,$50.86,--
"January 21, 2026",Fee,"Listing fee","Listing #4410735065",USD,--,-$0.20,-$0.20,--
"January 21, 2026",Fee,"Listing fee","Listing #4410735065",USD,--,-$0.40,-$0.40,--
"January 21, 2026",Shipping,"USPS shipping label","Label #297984841657",USD,--,-$6.29,-$6.29,--
"January 21, 2026",Shipping,"USPS shipping label","Label #297984182115",USD,--,-$7.57,-$7.57,--
"January 21, 2026",Shipping,"USPS shipping label","Label #297070722486",USD,--,-$8.81,-$8.81,--
"January 21, 2026",Fee,"Transaction fee: Customizable Modern Sphere Clock | Artis...","Order #3955435413",USD,--,-$2.34,-$2.34,--
"January 21, 2026",Tax,"Sales tax paid by buyer","Order #3955435413",USD,--,-$3.28,-$3.28,--
"January 21, 2026",Fee,"Processing fee","Order #3955435413",USD,--,-$1.43,-$1.43,--
"January 21, 2026",Sale,"Payment for Order #3955435413",,USD,$39.27,--,$39.27,--
"January 21, 2026",Fee,"Listing fee","Listing #4398503924",USD,--,-$0.20,-$0.20,--
"January 21, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Jan 20, 2026",USD,--,-$7.50,-$7.50,--
"January 21, 2026",Fee,"Transaction fee: Shipping","Order #3955292925",USD,--,-$0.82,-$0.82,--
"January 21, 2026",Fee,"Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...","Order #3955292925",USD,--,-$1.04,-$1.04,--
"January 21, 2026",Tax,"Sales tax paid by buyer","Order #3955292925",USD,--,-$1.72,-$1.72,--
"January 21, 2026",Fee,"Processing fee","Order #3955292925",USD,--,-$1.16,-$1.16,--
"January 21, 2026",Sale,"Payment for Order #3955292925",,USD,$30.29,--,$30.29,--
"January 21, 2026",Fee,"Listing fee","Listing #4410735065",USD,--,-$0.20,-$0.20,--
"January 20, 2026",Marketing,"Fee for sale made through Offsite Ads","Order #3954836809",USD,--,-$7.20,-$7.20,--
"January 20, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...","Order #3954836809",USD,--,-$3.12,-$3.12,--
"January 20, 2026",Tax,"Sales tax paid by buyer","Order #3954836809",USD,--,-$3.36,-$3.36,--
"January 20, 2026",Fee,"Processing fee","Order #3954836809",USD,--,-$1.79,-$1.79,--
"January 20, 2026",Sale,"Payment for Order #3954836809",,USD,$51.35,--,$51.35,--
"January 20, 2026",Fee,"Listing fee","Listing #4414036249",USD,--,-$0.20,-$0.20,--
"January 20, 2026",Fee,"Transaction fee: Shipping","Order #3954631867",USD,--,-$4.39,-$4.39,--
"January 20, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Mountain...","Order #3954631867",USD,--,-$3.12,-$3.12,--
"January 20, 2026",Fee,"Transaction fee: Ski Gondola Table Lamp | Rustic Mountain...","Order #3954631867",USD,--,-$2.08,-$2.08,--
"January 20, 2026",Tax,"Sales tax paid by buyer","Order #3954631867",USD,--,-$11.95,-$11.95,--
"January 20, 2026",Fee,"Processing fee","Order #3954631867",USD,--,-$5.03,-$5.03,--
"January 20, 2026",Sale,"Payment for Order #3954631867",,USD,$159.44,--,$159.44,--
"January 20, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"January 20, 2026",Fee,"Listing fee","Listing #4437653641",USD,--,-$0.20,-$0.20,--
"January 20, 2026",Deposit,"$1,176.18 sent to your bank account",,USD,--,--,--,--
"January 20, 2026",Fee,"Listing fee","Listing #4444100924",USD,--,-$0.20,-$0.20,--
"January 20, 2026",Fee,"Listing fee","Listing #4444069229",USD,--,-$0.20,-$0.20,--
"January 20, 2026",Marketing,"Etsy Ads","Bill for click-throughs to your shop on Jan 19, 2026",USD,--,-$7.50,-$7.50,--
"January 20, 2026",Fee,"Transaction fee: Shipping","Order #3954454611",USD,--,-$0.82,-$0.82,--
"January 20, 2026",Fee,"Transaction fee: Modern Ribbed Wall Sconce Light – Beige ...","Order #3954454611",USD,--,-$2.08,-$2.08,--
"January 20, 2026",Tax,"Sales tax paid by buyer","Order #3954454611",USD,--,-$3.96,-$3.96,--
"January 20, 2026",Fee,"Processing fee","Order #3954454611",USD,--,-$1.71,-$1.71,--
"January 20, 2026",Sale,"Payment for Order #3954454611",,USD,$48.53,--,$48.53,--
"January 20, 2026",Fee,"Listing fee","Listing #4426590790",USD,--,-$0.20,-$0.20,--
"January 20, 2026",Fee,"Transaction fee: Desk Valet & Headphone Stand | Personali...","Order #3954362555",USD,--,-$1.56,-$1.56,--
"January 20, 2026",Fee,"Transaction fee: Shipping","Order #3954362555",USD,--,-$0.82,-$0.82,--
"January 20, 2026",Tax,"Sales tax paid by buyer","Order #3954362555",USD,--,-$1.86,-$1.86,--
"January 20, 2026",Fee,"Processing fee","Order #3954362555",USD,--,-$1.40,-$1.40,--
"January 20, 2026",Sale,"Payment for Order #3954362555",,USD,$38.43,--,$38.43,--
