Date,Type,Title,Info,Currency,Amount,Fees & Taxes,Net,Tax Details,Amount_Clean,Net_Clean,Fees_Clean,Date_Parsed,Month
"November 29, 2025",Tax,Sales tax paid by buyer,Order #3886060431,USD,--,-$0.90,-$0.90,--,0.0,-0.9,-0.9,2025-11-29,2025-11
"November 29, 2025",Fee,Processing fee,Order #3886060431,USD,--,-$1.09,-$1.09,--,0.0,-1.09,-1.09,2025-11-29,2025-11
"November 29, 2025",Sale,Payment for Order #3886060431,,USD,$28.14,--,$28.14,--,28.14,28.14,0.0,2025-11-29,2025-11
"November 29, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-29,2025-11
"November 29, 2025",Fee,Listing fee,Listing #4413992722,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-29,2025-11
"November 29, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-29,2025-11
"November 29, 2025",Fee,Listing fee,Listing #4414017746,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-29,2025-11
"November 29, 2025",Fee,Listing fee,Listing #4413996972,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-29,2025-11
"November 29, 2025",Fee,Listing fee,Listing #4414028758,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-29,2025-11
"November 29, 2025",Fee,Listing fee,Listing #4414006257,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-29,2025-11
"November 29, 2025",Fee,Listing fee,Listing #4413995315,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-29,2025-11
"November 29, 2025",Fee,Listing fee,Listing #4413997790,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-29,2025-11
"November 29, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 28, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-29,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3884732673,USD,--,-$0.05,-$0.05,--,0.0,-0.05,-0.05,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3884732673,USD,--,-$0.05,-$0.05,--,0.0,-0.05,-0.05,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Shipping,Order #3884732673,USD,--,-$1.11,-$1.11,--,0.0,-1.11,-1.11,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Personalized Instant Photo Christmas Orn...,Order #3884732673,USD,--,-$0.97,-$0.97,--,0.0,-0.97,-0.97,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Personalized Instant Photo Christmas Orn...,Order #3884732673,USD,--,-$0.97,-$0.97,--,0.0,-0.97,-0.97,2025-11-28,2025-11
"November 28, 2025",Fee,Processing fee,Order #3884732673,USD,--,-$1.66,-$1.66,--,0.0,-1.66,-1.66,2025-11-28,2025-11
"November 28, 2025",Sale,Payment for Order #3884732673,,USD,$47.06,--,$47.06,--,47.06,47.06,0.0,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410168893,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410168893,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3884658107,USD,--,-$0.02,-$0.02,--,0.0,-0.02,-0.02,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Shipping,Order #3884658107,USD,--,-$0.72,-$0.72,--,0.0,-0.72,-0.72,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3884658107,USD,--,-$0.49,-$0.49,--,0.0,-0.49,-0.49,2025-11-28,2025-11
"November 28, 2025",Tax,Sales tax paid by buyer,Order #3884658107,USD,--,-$1.90,-$1.90,--,0.0,-1.9,-1.9,2025-11-28,2025-11
"November 28, 2025",Sale,Payment for Order #3884658107,,USD,$20.40,--,$20.40,--,20.4,20.4,0.0,2025-11-28,2025-11
"November 28, 2025",Fee,Processing fee,Order #3884658107,USD,--,-$0.86,-$0.86,--,0.0,-0.86,-0.86,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3884370907,USD,--,-$0.05,-$0.05,--,0.0,-0.05,-0.05,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3884370907,USD,--,-$0.05,-$0.05,--,0.0,-0.05,-0.05,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3884370907,USD,--,-$0.05,-$0.05,--,0.0,-0.05,-0.05,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3884370907,USD,--,-$0.97,-$0.97,--,0.0,-0.97,-0.97,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3884370907,USD,--,-$0.97,-$0.97,--,0.0,-0.97,-0.97,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3884370907,USD,--,-$0.98,-$0.98,--,0.0,-0.98,-0.98,2025-11-28,2025-11
"November 28, 2025",Tax,Sales tax paid by buyer,Order #3884370907,USD,--,-$3.15,-$3.15,--,0.0,-3.15,-3.15,2025-11-28,2025-11
"November 28, 2025",Fee,Processing fee,Order #3884370907,USD,--,-$1.69,-$1.69,--,0.0,-1.69,-1.69,2025-11-28,2025-11
"November 28, 2025",Sale,Payment for Order #3884370907,,USD,$48.13,--,$48.13,--,48.13,48.13,0.0,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3884322359,USD,--,-$0.10,-$0.10,--,0.0,-0.1,-0.1,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Shipping,Order #3884322359,USD,--,-$1.59,-$1.59,--,0.0,-1.59,-1.59,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3884322359,USD,--,-$1.95,-$1.95,--,0.0,-1.95,-1.95,2025-11-28,2025-11
"November 28, 2025",Fee,Processing fee,Order #3884322359,USD,--,-$1.99,-$1.99,--,0.0,-1.99,-1.99,2025-11-28,2025-11
"November 28, 2025",Tax,Sales tax paid by buyer,Order #3884322359,USD,--,-$3.61,-$3.61,--,0.0,-3.61,-3.61,2025-11-28,2025-11
"November 28, 2025",Sale,Payment for Order #3884322359,,USD,$58.09,--,$58.09,--,58.09,58.09,0.0,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3879161974,USD,--,-$0.08,-$0.08,--,0.0,-0.08,-0.08,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Shipping,Order #3879161974,USD,--,-$0.83,-$0.83,--,0.0,-0.83,-0.83,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3879161974,USD,--,-$1.61,-$1.61,--,0.0,-1.61,-1.61,2025-11-28,2025-11
"November 28, 2025",Tax,Sales tax paid by buyer,Order #3879161974,USD,--,-$2.13,-$2.13,--,0.0,-2.13,-2.13,2025-11-28,2025-11
"November 28, 2025",Fee,Processing fee,Order #3879161974,USD,--,-$1.44,-$1.44,--,0.0,-1.44,-1.44,2025-11-28,2025-11
"November 28, 2025",Sale,Payment for Order #3879161974,,USD,$39.61,--,$39.61,--,39.61,39.61,0.0,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3879128844,USD,--,-$0.07,-$0.07,--,0.0,-0.07,-0.07,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Shipping,Order #3879128844,USD,--,-$0.83,-$0.83,--,0.0,-0.83,-0.83,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Desk Valet & Headphone Stand | Personali...,Order #3879128844,USD,--,-$1.46,-$1.46,--,0.0,-1.46,-1.46,2025-11-28,2025-11
"November 28, 2025",Tax,Sales tax paid by buyer,Order #3879128844,USD,--,-$3.59,-$3.59,--,0.0,-3.59,-3.59,2025-11-28,2025-11
"November 28, 2025",Sale,Payment for Order #3879128844,,USD,$38.82,--,$38.82,--,38.82,38.82,0.0,2025-11-28,2025-11
"November 28, 2025",Fee,Processing fee,Order #3879128844,USD,--,-$1.41,-$1.41,--,0.0,-1.41,-1.41,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4389039835,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Shipping,USPS shipping label,Label #289818265162,USD,--,-$12.59,-$12.59,--,0.0,-12.59,-12.59,2025-11-28,2025-11
"November 28, 2025",Shipping,USPS shipping label,Label #289818099264,USD,--,-$5.09,-$5.09,--,0.0,-5.09,-5.09,2025-11-28,2025-11
"November 28, 2025",Shipping,USPS shipping label,Label #289817962514,USD,--,-$5.09,-$5.09,--,0.0,-5.09,-5.09,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3883559359,USD,--,-$0.05,-$0.05,--,0.0,-0.05,-0.05,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Shipping,Order #3883559359,USD,--,-$0.80,-$0.80,--,0.0,-0.8,-0.8,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3883559359,USD,--,-$0.97,-$0.97,--,0.0,-0.97,-0.97,2025-11-28,2025-11
"November 28, 2025",Tax,Sales tax paid by buyer,Order #3883559359,USD,--,-$1.64,-$1.64,--,0.0,-1.64,-1.64,2025-11-28,2025-11
"November 28, 2025",Fee,Processing fee,Order #3883559359,USD,--,-$1.12,-$1.12,--,0.0,-1.12,-1.12,2025-11-28,2025-11
"November 28, 2025",Sale,Payment for Order #3883559359,,USD,$28.88,--,$28.88,--,28.88,28.88,0.0,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3883541205,USD,--,-$0.02,-$0.02,--,0.0,-0.02,-0.02,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Shipping,Order #3883541205,USD,--,-$0.72,-$0.72,--,0.0,-0.72,-0.72,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3883541205,USD,--,-$0.49,-$0.49,--,0.0,-0.49,-0.49,2025-11-28,2025-11
"November 28, 2025",Sale,Payment for Order #3883541205,,USD,$19.06,--,$19.06,--,19.06,19.06,0.0,2025-11-28,2025-11
"November 28, 2025",Tax,Sales tax paid by buyer,Order #3883541205,USD,--,-$0.56,-$0.56,--,0.0,-0.56,-0.56,2025-11-28,2025-11
"November 28, 2025",Fee,Processing fee,Order #3883541205,USD,--,-$0.82,-$0.82,--,0.0,-0.82,-0.82,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Tax,Tax: transaction,Order #3878561460,USD,--,-$0.10,-$0.10,--,0.0,-0.1,-0.1,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Shipping,Order #3878561460,USD,--,-$1.43,-$1.43,--,0.0,-1.43,-1.43,2025-11-28,2025-11
"November 28, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3878561460,USD,--,-$1.95,-$1.95,--,0.0,-1.95,-1.95,2025-11-28,2025-11
"November 28, 2025",Tax,Sales tax paid by buyer,Order #3878561460,USD,--,-$3.25,-$3.25,--,0.0,-3.25,-3.25,2025-11-28,2025-11
"November 28, 2025",Fee,Processing fee,Order #3878561460,USD,--,-$1.91,-$1.91,--,0.0,-1.91,-1.91,2025-11-28,2025-11
"November 28, 2025",Sale,Payment for Order #3878561460,,USD,$55.25,--,$55.25,--,55.25,55.25,0.0,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-28,2025-11
"November 28, 2025",Shipping,USPS shipping label,Label #290705878341,USD,--,-$8.49,-$8.49,--,0.0,-8.49,-8.49,2025-11-28,2025-11
"November 28, 2025",Shipping,USPS shipping label,Label #290704591547,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2025-11-28,2025-11
"November 28, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 27, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-28,2025-11
"November 27, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 26, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-27,2025-11
"November 27, 2025",Tax,Tax: transaction,Order #3881373097,USD,--,-$0.11,-$0.11,--,0.0,-0.11,-0.11,2025-11-27,2025-11
"November 27, 2025",Fee,Transaction fee: Shipping,Order #3881373097,USD,--,-$0.54,-$0.54,--,0.0,-0.54,-0.54,2025-11-27,2025-11
"November 27, 2025",Fee,Transaction fee: Custom UFO Succulent Planter | Futuristi...,Order #3881373097,USD,--,-$2.19,-$2.19,--,0.0,-2.19,-2.19,2025-11-27,2025-11
"November 27, 2025",Tax,Sales tax paid by buyer,Order #3881373097,USD,--,-$2.52,-$2.52,--,0.0,-2.52,-2.52,2025-11-27,2025-11
"November 27, 2025",Sale,Payment for Order #3881373097,,USD,$44.57,--,$44.57,--,44.57,44.57,0.0,2025-11-27,2025-11
"November 27, 2025",Fee,Processing fee,Order #3881373097,USD,--,-$1.59,-$1.59,--,0.0,-1.59,-1.59,2025-11-27,2025-11
"November 27, 2025",Fee,Listing fee,Listing #4392330042,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-27,2025-11
"November 26, 2025",Tax,Tax: transaction,Order #3876055116,USD,--,-$0.02,-$0.02,--,0.0,-0.02,-0.02,2025-11-26,2025-11
"November 26, 2025",Fee,Transaction fee: Shipping,Order #3876055116,USD,--,-$0.56,-$0.56,--,0.0,-0.56,-0.56,2025-11-26,2025-11
"November 26, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3876055116,USD,--,-$0.49,-$0.49,--,0.0,-0.49,-0.49,2025-11-26,2025-11
"November 26, 2025",Tax,Sales tax paid by buyer,Order #3876055116,USD,--,-$0.89,-$0.89,--,0.0,-0.89,-0.89,2025-11-26,2025-11
"November 26, 2025",Fee,Processing fee,Order #3876055116,USD,--,-$0.76,-$0.76,--,0.0,-0.76,-0.76,2025-11-26,2025-11
"November 26, 2025",Sale,Payment for Order #3876055116,,USD,$17.02,--,$17.02,--,17.02,17.02,0.0,2025-11-26,2025-11
"November 26, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-26,2025-11
"November 26, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 25, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-26,2025-11
"November 25, 2025",Tax,Tax: transaction,Order #3878589187,USD,--,-$0.19,-$0.19,--,0.0,-0.19,-0.19,2025-11-25,2025-11
"November 25, 2025",Fee,Transaction fee: Modern Hourglass Wall Sconce | Woven Acc...,Order #3878589187,USD,--,-$3.70,-$3.70,--,0.0,-3.7,-3.7,2025-11-25,2025-11
"November 25, 2025",Tax,Sales tax paid by buyer,Order #3878589187,USD,--,-$3.42,-$3.42,--,0.0,-3.42,-3.42,2025-11-25,2025-11
"November 25, 2025",Fee,Processing fee,Order #3878589187,USD,--,-$2.06,-$2.06,--,0.0,-2.06,-2.06,2025-11-25,2025-11
"November 25, 2025",Sale,Payment for Order #3878589187,,USD,$60.41,--,$60.41,--,60.41,60.41,0.0,2025-11-25,2025-11
"November 25, 2025",Fee,Listing fee,Listing #4389525816,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-25,2025-11
"November 25, 2025",Tax,Tax: transaction,Order #3878125333,USD,--,-$0.02,-$0.02,--,0.0,-0.02,-0.02,2025-11-25,2025-11
"November 25, 2025",Tax,Tax: transaction,Order #3878125333,USD,--,-$0.10,-$0.10,--,0.0,-0.1,-0.1,2025-11-25,2025-11
"November 25, 2025",Marketing,Fee for sale made through Offsite Ads,Order #3878125333,USD,--,-$5.62,-$5.62,--,0.0,-5.62,-5.62,2025-11-25,2025-11
"November 25, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3878125333,USD,--,-$0.49,-$0.49,--,0.0,-0.49,-0.49,2025-11-25,2025-11
"November 25, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3878125333,USD,--,-$1.95,-$1.95,--,0.0,-1.95,-1.95,2025-11-25,2025-11
"November 25, 2025",Tax,Sales tax paid by buyer,Order #3878125333,USD,--,-$3.13,-$3.13,--,0.0,-3.13,-3.13,2025-11-25,2025-11
"November 25, 2025",Fee,Processing fee,Order #3878125333,USD,--,-$1.47,-$1.47,--,0.0,-1.47,-1.47,2025-11-25,2025-11
"November 25, 2025",Sale,Payment for Order #3878125333,,USD,$40.61,--,$40.61,--,40.61,40.61,0.0,2025-11-25,2025-11
"November 25, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-25,2025-11
"November 25, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-25,2025-11
"November 25, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-25,2025-11
"November 25, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 24, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-25,2025-11
"November 24, 2025",Tax,Tax: transaction,Order #3873647320,USD,--,-$0.08,-$0.08,--,0.0,-0.08,-0.08,2025-11-24,2025-11
"November 24, 2025",Fee,Transaction fee: Shipping,Order #3873647320,USD,--,-$0.83,-$0.83,--,0.0,-0.83,-0.83,2025-11-24,2025-11
"November 24, 2025",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3873647320,USD,--,-$1.61,-$1.61,--,0.0,-1.61,-1.61,2025-11-24,2025-11
"November 24, 2025",Fee,Processing fee,Order #3873647320,USD,--,-$1.37,-$1.37,--,0.0,-1.37,-1.37,2025-11-24,2025-11
"November 24, 2025",Sale,Payment for Order #3873647320,,USD,$37.48,--,$37.48,--,37.48,37.48,0.0,2025-11-24,2025-11
"November 24, 2025",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-24,2025-11
"November 24, 2025",Shipping,USPS shipping label,Label #290269266555,USD,--,-$10.86,-$10.86,--,0.0,-10.86,-10.86,2025-11-24,2025-11
"November 24, 2025",Shipping,USPS shipping label,Label #289355153786,USD,--,-$7.36,-$7.36,--,0.0,-7.36,-7.36,2025-11-24,2025-11
"November 24, 2025",Shipping,USPS shipping label,Label #290268599401,USD,--,-$8.54,-$8.54,--,0.0,-8.54,-8.54,2025-11-24,2025-11
"November 24, 2025",Deposit,$116.55 sent to your bank account,,USD,--,--,--,--,0.0,0.0,0.0,2025-11-24,2025-11
"November 24, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-24,2025-11
"November 24, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 23, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-24,2025-11
"November 23, 2025",Fee,Listing fee,Listing #4410189351,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-23,2025-11
"November 23, 2025",Fee,Listing fee,Listing #4410168893,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-23,2025-11
"November 23, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 22, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-23,2025-11
"November 23, 2025",Tax,Tax: transaction,Order #3874458543,USD,--,-$0.08,-$0.08,--,0.0,-0.08,-0.08,2025-11-23,2025-11
"November 23, 2025",Fee,Transaction fee: Shipping,Order #3874458543,USD,--,-$0.48,-$0.48,--,0.0,-0.48,-0.48,2025-11-23,2025-11
"November 23, 2025",Fee,Transaction fee: Rotating Photo Reel | Polaroid & Instax ...,Order #3874458543,USD,--,-$1.66,-$1.66,--,0.0,-1.66,-1.66,2025-11-23,2025-11
"November 23, 2025",Tax,Sales tax paid by buyer,Order #3874458543,USD,--,-$2.38,-$2.38,--,0.0,-2.38,-2.38,2025-11-23,2025-11
"November 23, 2025",Sale,Payment for Order #3874458543,,USD,$35.23,--,$35.23,--,35.23,35.23,0.0,2025-11-23,2025-11
"November 23, 2025",Fee,Processing fee,Order #3874458543,USD,--,-$1.31,-$1.31,--,0.0,-1.31,-1.31,2025-11-23,2025-11
"November 23, 2025",Fee,Listing fee,Listing #4387205694,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-23,2025-11
"November 22, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 21, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-22,2025-11
"November 21, 2025",Shipping,Credit for USPS shipping label adjustment,Adjustment #287764038090,USD,--,$2.26,$2.26,--,0.0,2.26,2.26,2025-11-21,2025-11
"November 21, 2025",Shipping,USPS shipping label,Label #288986899174,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2025-11-21,2025-11
"November 21, 2025",Shipping,USPS shipping label,Label #288905599122,USD,--,-$5.24,-$5.24,--,0.0,-5.24,-5.24,2025-11-21,2025-11
"November 21, 2025",Shipping,USPS shipping label,Label #289772027111,USD,--,-$4.95,-$4.95,--,0.0,-4.95,-4.95,2025-11-21,2025-11
"November 21, 2025",Shipping,USPS shipping label,Label #288905464354,USD,--,-$7.17,-$7.17,--,0.0,-7.17,-7.17,2025-11-21,2025-11
"November 21, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 20, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-21,2025-11
"November 21, 2025",Tax,Tax: transaction,Order #3871312127,USD,--,-$0.09,-$0.09,--,0.0,-0.09,-0.09,2025-11-21,2025-11
"November 21, 2025",Fee,Transaction fee: Shipping,Order #3871312127,USD,--,-$0.80,-$0.80,--,0.0,-0.8,-0.8,2025-11-21,2025-11
"November 21, 2025",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3871312127,USD,--,-$1.82,-$1.82,--,0.0,-1.82,-1.82,2025-11-21,2025-11
"November 21, 2025",Tax,Sales tax paid by buyer,Order #3871312127,USD,--,-$3.22,-$3.22,--,0.0,-3.22,-3.22,2025-11-21,2025-11
"November 21, 2025",Fee,Processing fee,Order #3871312127,USD,--,-$1.56,-$1.56,--,0.0,-1.56,-1.56,2025-11-21,2025-11
"November 21, 2025",Sale,Payment for Order #3871312127,,USD,$43.51,--,$43.51,--,43.51,43.51,0.0,2025-11-21,2025-11
"November 21, 2025",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-21,2025-11
"November 20, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 19, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-20,2025-11
"November 20, 2025",Tax,Tax: transaction,Order #3869792457,USD,--,-$0.07,-$0.07,--,0.0,-0.07,-0.07,2025-11-20,2025-11
"November 20, 2025",Marketing,Fee for sale made through Offsite Ads,Order #3869792457,USD,--,-$3.97,-$3.97,--,0.0,-3.97,-3.97,2025-11-20,2025-11
"November 20, 2025",Fee,Transaction fee: Shipping,Order #3869792457,USD,--,-$0.34,-$0.34,--,0.0,-0.34,-0.34,2025-11-20,2025-11
"November 20, 2025",Fee,Transaction fee: Minimalist Desk Organizer: Modern Office...,Order #3869792457,USD,--,-$1.38,-$1.38,--,0.0,-1.38,-1.38,2025-11-20,2025-11
"November 20, 2025",Tax,Sales tax paid by buyer,Order #3869792457,USD,--,-$2.07,-$2.07,--,0.0,-2.07,-2.07,2025-11-20,2025-11
"November 20, 2025",Fee,Processing fee,Order #3869792457,USD,--,-$1.11,-$1.11,--,0.0,-1.11,-1.11,2025-11-20,2025-11
"November 20, 2025",Sale,Payment for Order #3869792457,,USD,$28.55,--,$28.55,--,28.55,28.55,0.0,2025-11-20,2025-11
"November 20, 2025",Fee,Listing fee,Listing #4392678959,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-20,2025-11
"November 20, 2025",Tax,Tax: transaction,Order #3869701047,USD,--,-$0.08,-$0.08,--,0.0,-0.08,-0.08,2025-11-20,2025-11
"November 20, 2025",Fee,Transaction fee: Shipping,Order #3869701047,USD,--,-$0.72,-$0.72,--,0.0,-0.72,-0.72,2025-11-20,2025-11
"November 20, 2025",Fee,Transaction fee: Desk Valet & Headphone Stand | Personali...,Order #3869701047,USD,--,-$1.66,-$1.66,--,0.0,-1.66,-1.66,2025-11-20,2025-11
"November 20, 2025",Tax,Sales tax paid by buyer,Order #3869701047,USD,--,-$2.87,-$2.87,--,0.0,-2.87,-2.87,2025-11-20,2025-11
"November 20, 2025",Sale,Payment for Order #3869701047,,USD,$39.37,--,$39.37,--,39.37,39.37,0.0,2025-11-20,2025-11
"November 20, 2025",Fee,Processing fee,Order #3869701047,USD,--,-$1.43,-$1.43,--,0.0,-1.43,-1.43,2025-11-20,2025-11
"November 20, 2025",Fee,Listing fee,Listing #4389039835,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-20,2025-11
"November 19, 2025",Tax,Tax: transaction,Order #3866582218,USD,--,-$0.08,-$0.08,--,0.0,-0.08,-0.08,2025-11-19,2025-11
