Date,Type,Title,Info,Currency,Amount,Fees & Taxes,Net,Tax Details,Amount_Clean,Net_Clean,Fees_Clean,Date_Parsed,Month
"November 3, 2025",Tax,Sales tax paid by buyer,Order #3848339183,USD,--,-$2.33,-$2.33,--,0.0,-2.33,-2.33,2025-11-03,2025-11
"November 3, 2025",Fee,Processing fee,Order #3848339183,USD,--,-$1.17,-$1.17,--,0.0,-1.17,-1.17,2025-11-03,2025-11
"November 3, 2025",Sale,Payment for Order #3848339183,,USD,$30.53,--,$30.53,--,30.53,30.53,0.0,2025-11-03,2025-11
"November 3, 2025",Fee,Listing fee,Listing #4389039835,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-03,2025-11
"November 3, 2025",Shipping,USPS shipping label,Label #287944884799,USD,--,-$11.01,-$11.01,--,0.0,-11.01,-11.01,2025-11-03,2025-11
"November 3, 2025",Deposit,$120.37 sent to your bank account,,USD,--,--,--,--,0.0,0.0,0.0,2025-11-03,2025-11
"November 3, 2025",Fee,Listing fee,Listing #4397828907,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-03,2025-11
"November 3, 2025",Fee,Listing fee,Listing #4397816345,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-03,2025-11
"November 3, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 2, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-03,2025-11
"November 2, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Nov 1, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-02,2025-11
"November 1, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Oct 31, 2025",USD,--,-$2.50,-$2.50,--,0.0,-2.5,-2.5,2025-11-01,2025-11
"November 1, 2025",Fee,Transaction fee: Shipping,Order #3845339975,USD,--,-$0.54,-$0.54,--,0.0,-0.54,-0.54,2025-11-01,2025-11
"November 1, 2025",Fee,Transaction fee: Unique Spinning Photo Reel - Polaroid & ...,Order #3845339975,USD,--,-$0.78,-$0.78,--,0.0,-0.78,-0.78,2025-11-01,2025-11
"November 1, 2025",Tax,Sales tax paid by buyer,Order #3845339975,USD,--,-$0.72,-$0.72,--,0.0,-0.72,-0.72,2025-11-01,2025-11
"November 1, 2025",Fee,Processing fee,Order #3845339975,USD,--,-$0.88,-$0.88,--,0.0,-0.88,-0.88,2025-11-01,2025-11
"November 1, 2025",Sale,Payment for Order #3845339975,,USD,$21.02,--,$21.02,--,21.02,21.02,0.0,2025-11-01,2025-11
"November 1, 2025",Fee,Listing fee,Listing #4387205694,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-11-01,2025-11
"December 31, 2025",Shipping,USPS shipping label,Label #295267744174,USD,--,-$6.05,-$6.05,--,0.0,-6.05,-6.05,2025-12-31,2025-12
"December 31, 2025",Shipping,USPS shipping label,Label #295267715102,USD,--,-$4.87,-$4.87,--,0.0,-4.87,-4.87,2025-12-31,2025-12
"December 31, 2025",Shipping,USPS shipping label,Label #296301734089,USD,--,-$6.05,-$6.05,--,0.0,-6.05,-6.05,2025-12-31,2025-12
"December 31, 2025",Shipping,USPS shipping label,Label #295267543016,USD,--,-$5.09,-$5.09,--,0.0,-5.09,-5.09,2025-12-31,2025-12
"December 31, 2025",Shipping,USPS shipping label,Label #295267184458,USD,--,-$11.01,-$11.01,--,0.0,-11.01,-11.01,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Shipping,Order #3936364647,USD,--,-$3.63,-$3.63,--,0.0,-3.63,-3.63,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3936364647,USD,--,-$1.72,-$1.72,--,0.0,-1.72,-1.72,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3936364647,USD,--,-$1.72,-$1.72,--,0.0,-1.72,-1.72,2025-12-31,2025-12
"December 31, 2025",Tax,Sales tax paid by buyer,Order #3936364647,USD,--,-$20.64,-$20.64,--,0.0,-20.64,-20.64,2025-12-31,2025-12
"December 31, 2025",Fee,Processing fee,Order #3936364647,USD,--,-$4.13,-$4.13,--,0.0,-4.13,-4.13,2025-12-31,2025-12
"December 31, 2025",Sale,Payment for Order #3936364647,,USD,$129.26,--,$129.26,--,129.26,129.26,0.0,2025-12-31,2025-12
"December 31, 2025",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-31,2025-12
"December 31, 2025",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3928740460,USD,--,-$2.08,-$2.08,--,0.0,-2.08,-2.08,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Deluxe Ski Gondola Ornament Kit Card | W...,Order #3928740460,USD,--,-$0.52,-$0.52,--,0.0,-0.52,-0.52,2025-12-31,2025-12
"December 31, 2025",Tax,Sales tax paid by buyer,Order #3928740460,USD,--,-$2.80,-$2.80,--,0.0,-2.8,-2.8,2025-12-31,2025-12
"December 31, 2025",Fee,Processing fee,Order #3928740460,USD,--,-$1.53,-$1.53,--,0.0,-1.53,-1.53,2025-12-31,2025-12
"December 31, 2025",Sale,Payment for Order #3928740460,,USD,$42.78,--,$42.78,--,42.78,42.78,0.0,2025-12-31,2025-12
"December 31, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-31,2025-12
"December 31, 2025",Fee,Listing fee,Listing #4413997790,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-31,2025-12
"December 31, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-31,2025-12
"December 31, 2025",Marketing,Fee for sale made through Offsite Ads,Order #3936127559,USD,--,-$3.69,-$3.69,--,0.0,-3.69,-3.69,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Shipping,Order #3936127559,USD,--,-$0.56,-$0.56,--,0.0,-0.56,-0.56,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3936127559,USD,--,-$1.04,-$1.04,--,0.0,-1.04,-1.04,2025-12-31,2025-12
"December 31, 2025",Tax,Sales tax paid by buyer,Order #3936127559,USD,--,-$2.40,-$2.40,--,0.0,-2.4,-2.4,2025-12-31,2025-12
"December 31, 2025",Fee,Processing fee,Order #3936127559,USD,--,-$1.06,-$1.06,--,0.0,-1.06,-1.06,2025-12-31,2025-12
"December 31, 2025",Sale,Payment for Order #3936127559,,USD,$27.03,--,$27.03,--,27.03,27.03,0.0,2025-12-31,2025-12
"December 31, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Mid-Century Modern Tiered Sconce | Tiere...,Order #3935990951,USD,--,-$2.34,-$2.34,--,0.0,-2.34,-2.34,2025-12-31,2025-12
"December 31, 2025",Buyer Fee,Colorado Retail Delivery Fee (paid by buyer),Order #3935990951,USD,--,-$0.28,-$0.28,--,0.0,-0.28,-0.28,2025-12-31,2025-12
"December 31, 2025",Tax,Sales tax paid by buyer,Order #3935990951,USD,--,-$3.29,-$3.29,--,0.0,-3.29,-3.29,2025-12-31,2025-12
"December 31, 2025",Fee,Processing fee,Order #3935990951,USD,--,-$1.44,-$1.44,--,0.0,-1.44,-1.44,2025-12-31,2025-12
"December 31, 2025",Sale,Payment for Order #3935990951,,USD,$39.56,--,$39.56,--,39.56,39.56,0.0,2025-12-31,2025-12
"December 31, 2025",Fee,Listing fee,Listing #4426233970,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-31,2025-12
"December 31, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 30, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Shipping,Order #3935938885,USD,--,-$0.48,-$0.48,--,0.0,-0.48,-0.48,2025-12-31,2025-12
"December 31, 2025",Fee,Transaction fee: Rotating Photo Reel | Polaroid & Instax ...,Order #3935938885,USD,--,-$1.56,-$1.56,--,0.0,-1.56,-1.56,2025-12-31,2025-12
"December 31, 2025",Tax,Sales tax paid by buyer,Order #3935938885,USD,--,-$1.76,-$1.76,--,0.0,-1.76,-1.76,2025-12-31,2025-12
"December 31, 2025",Fee,Processing fee,Order #3935938885,USD,--,-$1.24,-$1.24,--,0.0,-1.24,-1.24,2025-12-31,2025-12
"December 31, 2025",Sale,Payment for Order #3935938885,,USD,$33.11,--,$33.11,--,33.11,33.11,0.0,2025-12-31,2025-12
"December 31, 2025",Fee,Listing fee,Listing #4387205694,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-31,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #296222370585,USD,--,-$4.76,-$4.76,--,0.0,-4.76,-4.76,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #296222310761,USD,--,-$5.71,-$5.71,--,0.0,-5.71,-5.71,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #295183294924,USD,--,-$5.64,-$5.64,--,0.0,-5.64,-5.64,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #295183262168,USD,--,-$8.49,-$8.49,--,0.0,-8.49,-8.49,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #295183228986,USD,--,-$6.25,-$6.25,--,0.0,-6.25,-6.25,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #295183125646,USD,--,-$6.99,-$6.99,--,0.0,-6.99,-6.99,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #295183090956,USD,--,-$4.65,-$4.65,--,0.0,-4.65,-4.65,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #296220947269,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #296220901621,USD,--,-$7.17,-$7.17,--,0.0,-7.17,-7.17,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #296220844279,USD,--,-$6.99,-$6.99,--,0.0,-6.99,-6.99,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #295181673550,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #295181603588,USD,--,-$24.69,-$24.69,--,0.0,-24.69,-24.69,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #295181555494,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2025-12-30,2025-12
"December 30, 2025",Shipping,USPS shipping label,Label #296220653725,USD,--,-$7.23,-$7.23,--,0.0,-7.23,-7.23,2025-12-30,2025-12
"December 30, 2025",Fee,Transaction fee: Shipping,Order #3935609183,USD,--,-$1.92,-$1.92,--,0.0,-1.92,-1.92,2025-12-30,2025-12
"December 30, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3935609183,USD,--,-$1.04,-$1.04,--,0.0,-1.04,-1.04,2025-12-30,2025-12
"December 30, 2025",Tax,Sales tax paid by buyer,Order #3935609183,USD,--,-$11.40,-$11.40,--,0.0,-11.4,-11.4,2025-12-30,2025-12
"December 30, 2025",Fee,Processing fee,Order #3935609183,USD,--,-$1.96,-$1.96,--,0.0,-1.96,-1.96,2025-12-30,2025-12
"December 30, 2025",Sale,Payment for Order #3935609183,,USD,$56.99,--,$56.99,--,56.99,56.99,0.0,2025-12-30,2025-12
"December 30, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-30,2025-12
"December 30, 2025",Marketing,Fee for sale made through Offsite Ads,Order #3927577822,USD,--,-$5.40,-$5.40,--,0.0,-5.4,-5.4,2025-12-30,2025-12
"December 30, 2025",Fee,Transaction fee: Modern Ribbed Wall Sconce Light – Beige ...,Order #3927577822,USD,--,-$2.34,-$2.34,--,0.0,-2.34,-2.34,2025-12-30,2025-12
"December 30, 2025",Tax,Sales tax paid by buyer,Order #3927577822,USD,--,-$2.25,-$2.25,--,0.0,-2.25,-2.25,2025-12-30,2025-12
"December 30, 2025",Fee,Processing fee,Order #3927577822,USD,--,-$1.40,-$1.40,--,0.0,-1.4,-1.4,2025-12-30,2025-12
"December 30, 2025",Sale,Payment for Order #3927577822,,USD,$38.24,--,$38.24,--,38.24,38.24,0.0,2025-12-30,2025-12
"December 30, 2025",Fee,Listing fee,Listing #4426590790,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-30,2025-12
"December 30, 2025",Tax,Tax: transaction credit,Order #3892814467,USD,--,$0.19,$0.19,--,0.0,0.19,0.19,2025-12-30,2025-12
"December 30, 2025",Fee,Credit for transaction fee on Modern Hourglass Wall Sconce | Woven Acc...,Order #3892814467,USD,--,$3.70,$3.70,--,0.0,3.7,3.7,2025-12-30,2025-12
"December 30, 2025",Fee,Credit for processing fee,Order #3892814467,USD,--,$2.11,$2.11,--,0.0,2.11,2.11,2025-12-30,2025-12
"December 30, 2025",Tax,Refund to buyer for sales tax,Order #3892814467,USD,--,$5.06,$5.06,--,0.0,5.06,5.06,2025-12-30,2025-12
"December 30, 2025",Refund,Refund for Order #3892814467,,USD,-$62.05,--,-$62.05,--,-62.05,-62.05,0.0,2025-12-30,2025-12
"December 30, 2025",Fee,Credit for transaction fee on shipping,Order #3893831321,USD,--,$0.56,$0.56,--,0.0,0.56,0.56,2025-12-30,2025-12
"December 30, 2025",Fee,Credit for transaction fee on Rotating Photo Reel | Polaroid & Instax ...,Order #3893831321,USD,--,$1.46,$1.46,--,0.0,1.46,1.46,2025-12-30,2025-12
"December 30, 2025",Fee,Credit for processing fee,Order #3893831321,USD,--,$1.25,$1.25,--,0.0,1.25,1.25,2025-12-30,2025-12
"December 30, 2025",Refund,Refund for Order #3893831321,,USD,-$33.40,--,-$33.40,--,-33.4,-33.4,0.0,2025-12-30,2025-12
"December 30, 2025",Tax,Refund to buyer for sales tax,Order #3893831321,USD,--,$2.37,$2.37,--,0.0,2.37,2.37,2025-12-30,2025-12
"December 30, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 29, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-30,2025-12
"December 29, 2025",Deposit,$328.38 sent to your bank account,,USD,--,--,--,--,0.0,0.0,0.0,2025-12-29,2025-12
"December 29, 2025",Fee,Listing fee,Listing #4426859406,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-29,2025-12
"December 29, 2025",Fee,Listing fee,Listing #4426858902,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-29,2025-12
"December 29, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 28, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-29,2025-12
"December 28, 2025",Marketing,Fee for sale made through Offsite Ads,Order #3933696617,USD,--,-$5.80,-$5.80,--,0.0,-5.8,-5.8,2025-12-28,2025-12
"December 28, 2025",Fee,Transaction fee: Shipping,Order #3933696617,USD,--,-$0.80,-$0.80,--,0.0,-0.8,-0.8,2025-12-28,2025-12
"December 28, 2025",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3933696617,USD,--,-$1.72,-$1.72,--,0.0,-1.72,-1.72,2025-12-28,2025-12
"December 28, 2025",Tax,Sales tax paid by buyer,Order #3933696617,USD,--,-$2.70,-$2.70,--,0.0,-2.7,-2.7,2025-12-28,2025-12
"December 28, 2025",Fee,Processing fee,Order #3933696617,USD,--,-$1.49,-$1.49,--,0.0,-1.49,-1.49,2025-12-28,2025-12
"December 28, 2025",Sale,Payment for Order #3933696617,,USD,$41.34,--,$41.34,--,41.34,41.34,0.0,2025-12-28,2025-12
"December 28, 2025",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-28,2025-12
"December 28, 2025",Fee,Transaction fee: Shipping,Order #3925711248,USD,--,-$0.72,-$0.72,--,0.0,-0.72,-0.72,2025-12-28,2025-12
"December 28, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3925711248,USD,--,-$1.04,-$1.04,--,0.0,-1.04,-1.04,2025-12-28,2025-12
"December 28, 2025",Buyer Fee,Colorado Retail Delivery Fee (paid by buyer),Order #3925711248,USD,--,-$0.28,-$0.28,--,0.0,-0.28,-0.28,2025-12-28,2025-12
"December 28, 2025",Tax,Sales tax paid by buyer,Order #3925711248,USD,--,-$2.03,-$2.03,--,0.0,-2.03,-2.03,2025-12-28,2025-12
"December 28, 2025",Fee,Processing fee,Order #3925711248,USD,--,-$1.13,-$1.13,--,0.0,-1.13,-1.13,2025-12-28,2025-12
"December 28, 2025",Sale,Payment for Order #3925711248,,USD,$29.31,--,$29.31,--,29.31,29.31,0.0,2025-12-28,2025-12
"December 28, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-28,2025-12
"December 28, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 27, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-28,2025-12
"December 27, 2025",Fee,Credit for transaction fee on Handmade Minimalist Wall Clock – Modern ...,Order #3932300085,USD,--,$1.72,$1.72,--,0.0,1.72,1.72,2025-12-27,2025-12
"December 27, 2025",Fee,Credit for transaction fee on shipping,Order #3932300085,USD,--,$0.52,$0.52,--,0.0,0.52,0.52,2025-12-27,2025-12
"December 27, 2025",Fee,Credit for listing fee,Listing #4398535300,USD,--,$0.20,$0.20,--,0.0,0.2,0.2,2025-12-27,2025-12
"December 27, 2025",Fee,Credit for processing fee,Order #3932300085,USD,--,$1.37,$1.37,--,0.0,1.37,1.37,2025-12-27,2025-12
"December 27, 2025",Refund,Refund for Order #3932300085,,USD,-$37.18,--,-$37.18,--,-37.18,-37.18,0.0,2025-12-27,2025-12
"December 27, 2025",Tax,Refund to buyer for sales tax,Order #3932300085,USD,--,$2.83,$2.83,--,0.0,2.83,2.83,2025-12-27,2025-12
"December 27, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 26, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-27,2025-12
"December 27, 2025",Marketing,Fee for sale made through Offsite Ads,Order #3932464569,USD,--,-$7.20,-$7.20,--,0.0,-7.2,-7.2,2025-12-27,2025-12
"December 27, 2025",Fee,Transaction fee: Ski Gondola Table Lamp | Alpine Mountain...,Order #3932464569,USD,--,-$3.12,-$3.12,--,0.0,-3.12,-3.12,2025-12-27,2025-12
"December 27, 2025",Fee,Processing fee,Order #3932464569,USD,--,-$1.69,-$1.69,--,0.0,-1.69,-1.69,2025-12-27,2025-12
"December 27, 2025",Sale,Payment for Order #3932464569,,USD,$47.99,--,$47.99,--,47.99,47.99,0.0,2025-12-27,2025-12
"December 27, 2025",Fee,Listing fee,Listing #4414036249,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-27,2025-12
"December 27, 2025",Fee,Transaction fee: Shipping,Order #3932434069,USD,--,-$1.11,-$1.11,--,0.0,-1.11,-1.11,2025-12-27,2025-12
"December 27, 2025",Fee,Transaction fee: Mid-Century Modern Starburst Ornament | ...,Order #3932434069,USD,--,-$2.08,-$2.08,--,0.0,-2.08,-2.08,2025-12-27,2025-12
"December 27, 2025",Tax,Sales tax paid by buyer,Order #3932434069,USD,--,-$2.00,-$2.00,--,0.0,-2.0,-2.0,2025-12-27,2025-12
"December 27, 2025",Fee,Processing fee,Order #3932434069,USD,--,-$1.78,-$1.78,--,0.0,-1.78,-1.78,2025-12-27,2025-12
"December 27, 2025",Sale,Payment for Order #3932434069,,USD,$51.06,--,$51.06,--,51.06,51.06,0.0,2025-12-27,2025-12
"December 27, 2025",Fee,Listing fee,Listing #4414028758,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-27,2025-12
"December 27, 2025",Fee,Listing fee,Listing #4414028758,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-27,2025-12
"December 27, 2025",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3932300085,USD,--,-$1.72,-$1.72,--,0.0,-1.72,-1.72,2025-12-27,2025-12
"December 27, 2025",Fee,Transaction fee: Shipping,Order #3932300085,USD,--,-$0.52,-$0.52,--,0.0,-0.52,-0.52,2025-12-27,2025-12
"December 27, 2025",Tax,Sales tax paid by buyer,Order #3932300085,USD,--,-$2.83,-$2.83,--,0.0,-2.83,-2.83,2025-12-27,2025-12
"December 27, 2025",Sale,Payment for Order #3932300085,,USD,$37.18,--,$37.18,--,37.18,37.18,0.0,2025-12-27,2025-12
"December 27, 2025",Fee,Processing fee,Order #3932300085,USD,--,-$1.37,-$1.37,--,0.0,-1.37,-1.37,2025-12-27,2025-12
"December 27, 2025",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-27,2025-12
"December 27, 2025",Fee,Transaction fee: Shipping,Order #3924112494,USD,--,-$0.83,-$0.83,--,0.0,-0.83,-0.83,2025-12-27,2025-12
"December 27, 2025",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3924112494,USD,--,-$1.72,-$1.72,--,0.0,-1.72,-1.72,2025-12-27,2025-12
"December 27, 2025",Tax,Sales tax paid by buyer,Order #3924112494,USD,--,-$1.65,-$1.65,--,0.0,-1.65,-1.65,2025-12-27,2025-12
"December 27, 2025",Fee,Processing fee,Order #3924112494,USD,--,-$1.47,-$1.47,--,0.0,-1.47,-1.47,2025-12-27,2025-12
"December 27, 2025",Sale,Payment for Order #3924112494,,USD,$40.78,--,$40.78,--,40.78,40.78,0.0,2025-12-27,2025-12
"December 27, 2025",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-27,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #294819865670,USD,--,-$4.65,-$4.65,--,0.0,-4.65,-4.65,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #294819768332,USD,--,-$4.76,-$4.76,--,0.0,-4.76,-4.76,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #295898745081,USD,--,-$10.86,-$10.86,--,0.0,-10.86,-10.86,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #294818861372,USD,--,-$6.99,-$6.99,--,0.0,-6.99,-6.99,2025-12-26,2025-12
"December 26, 2025",Shipping,Asendia shipping label,Label #295897961763,USD,--,-$19.25,-$19.25,--,0.0,-19.25,-19.25,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #294817815326,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #295897041057,USD,--,-$4.99,-$4.99,--,0.0,-4.99,-4.99,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #294817272682,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #295896050723,USD,--,-$4.87,-$4.87,--,0.0,-4.87,-4.87,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #294816183408,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2025-12-26,2025-12
"December 26, 2025",Shipping,Asendia shipping label,Label #295895837245,USD,--,-$20.30,-$20.30,--,0.0,-20.3,-20.3,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #295895713223,USD,--,-$12.10,-$12.10,--,0.0,-12.1,-12.1,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #294815256188,USD,--,-$6.66,-$6.66,--,0.0,-6.66,-6.66,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #294815142884,USD,--,-$8.31,-$8.31,--,0.0,-8.31,-8.31,2025-12-26,2025-12
"December 26, 2025",Shipping,USPS shipping label,Label #294814121402,USD,--,-$6.66,-$6.66,--,0.0,-6.66,-6.66,2025-12-26,2025-12
"December 26, 2025",Fee,Transaction fee: Shipping,Order #3931819609,USD,--,-$0.64,-$0.64,--,0.0,-0.64,-0.64,2025-12-26,2025-12
"December 26, 2025",Fee,Transaction fee: The Smokers&#39; Peak - Desktop Mountain...,Order #3931819609,USD,--,-$1.04,-$1.04,--,0.0,-1.04,-1.04,2025-12-26,2025-12
"December 26, 2025",Tax,Sales tax paid by buyer,Order #3931819609,USD,--,-$2.06,-$2.06,--,0.0,-2.06,-2.06,2025-12-26,2025-12
"December 26, 2025",Sale,Payment for Order #3931819609,,USD,$27.82,--,$27.82,--,27.82,27.82,0.0,2025-12-26,2025-12
"December 26, 2025",Fee,Processing fee,Order #3931819609,USD,--,-$1.08,-$1.08,--,0.0,-1.08,-1.08,2025-12-26,2025-12
"December 26, 2025",Fee,Listing fee,Listing #4407020850,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-26,2025-12
"December 26, 2025",Fee,Transaction fee: Shipping,Order #3931786019,USD,--,-$0.83,-$0.83,--,0.0,-0.83,-0.83,2025-12-26,2025-12
"December 26, 2025",Fee,Transaction fee: Deluxe Miniature Ski Lift Chair Ornament...,Order #3931786019,USD,--,-$0.52,-$0.52,--,0.0,-0.52,-0.52,2025-12-26,2025-12
"December 26, 2025",Fee,Processing fee,Order #3931786019,USD,--,-$0.87,-$0.87,--,0.0,-0.87,-0.87,2025-12-26,2025-12
"December 26, 2025",Sale,Payment for Order #3931786019,,USD,$20.73,--,$20.73,--,20.73,20.73,0.0,2025-12-26,2025-12
"December 26, 2025",Fee,Listing fee,Listing #4410735065,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-26,2025-12
"December 26, 2025",Fee,Transaction fee: Shipping,Order #3923461672,USD,--,-$0.83,-$0.83,--,0.0,-0.83,-0.83,2025-12-26,2025-12
"December 26, 2025",Fee,Transaction fee: Handmade Minimalist Wall Clock – Modern ...,Order #3923461672,USD,--,-$1.72,-$1.72,--,0.0,-1.72,-1.72,2025-12-26,2025-12
"December 26, 2025",Tax,Sales tax paid by buyer,Order #3923461672,USD,--,-$4.07,-$4.07,--,0.0,-4.07,-4.07,2025-12-26,2025-12
"December 26, 2025",Fee,Processing fee,Order #3923461672,USD,--,-$1.55,-$1.55,--,0.0,-1.55,-1.55,2025-12-26,2025-12
"December 26, 2025",Sale,Payment for Order #3923461672,,USD,$43.20,--,$43.20,--,43.2,43.2,0.0,2025-12-26,2025-12
"December 26, 2025",Fee,Listing fee,Listing #4398535300,USD,--,-$0.20,-$0.20,--,0.0,-0.2,-0.2,2025-12-26,2025-12
"December 26, 2025",Marketing,Etsy Ads,"Bill for click-throughs to your shop on Dec 25, 2025",USD,--,-$5.00,-$5.00,--,0.0,-5.0,-5.0,2025-12-26,2025-12
"December 25, 2025",Fee,Transaction fee: Shipping,Order #3923191914,USD,--,-$0.47,-$0.47,--,0.0,-0.47,-0.47,2025-12-25,2025-12
